"REF_DATE","GEO","DGUID","Gender","Type of corporation","Country of control","Industry","Size of enterprise","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","Second quartile","Number","Number","223","units","0","v1138045370","1.2.1.8.1.3.1","623","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","Second quartile","Percentage","Percent","239","units","0","v1138048070","1.2.1.8.1.3.2","85.7","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","Third quartile","Number","Number","223","units","0","v1138045820","1.2.1.8.1.4.1","658","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","Third quartile","Percentage","Percent","239","units","0","v1138048520","1.2.1.8.1.4.2","85.3","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","Fourth quartile","Number","Number","223","units","0","v1138046270","1.2.1.8.1.5.1","736","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","Fourth quartile","Percentage","Percent","239","units","0","v1138048970","1.2.1.8.1.5.2","81.8","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","Unclassified size of enterprise","Number","Number","223","units","0","v1138046720","1.2.1.8.1.6.1","186","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049420","1.2.1.8.1.6.2","78.8","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","Total, all sizes","Number","Number","223","units","0","v1138044471","1.2.1.8.2.1.1","391","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","Total, all sizes","Percentage","Percent","239","units","0","v1138047171","1.2.1.8.2.1.2","79.1","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","First quartile","Number","Number","223","units","0","v1138044921","1.2.1.8.2.2.1","45","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","First quartile","Percentage","Percent","239","units","0","v1138047621","1.2.1.8.2.2.2","73.8","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","Second quartile","Number","Number","223","units","0","v1138045371","1.2.1.8.2.3.1","53","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","Second quartile","Percentage","Percent","239","units","0","v1138048071","1.2.1.8.2.3.2","77.9","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","Third quartile","Number","Number","223","units","0","v1138045821","1.2.1.8.2.4.1","70","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","Third quartile","Percentage","Percent","239","units","0","v1138048521","1.2.1.8.2.4.2","79.5","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","Fourth quartile","Number","Number","223","units","0","v1138046271","1.2.1.8.2.5.1","205","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","Fourth quartile","Percentage","Percent","239","units","0","v1138048971","1.2.1.8.2.5.2","82.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","Unclassified size of enterprise","Number","Number","223","units","0","v1138046721","1.2.1.8.2.6.1","18","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Finance","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049421","1.2.1.8.2.6.2","66.7","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Utilities","Total, all sizes","Number","Number","223","units","0","v1138044472","1.2.1.8.3.1.1","9","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Utilities","Total, all sizes","Percentage","Percent","239","units","0","v1138047172","1.2.1.8.3.1.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Utilities","Third quartile","Number","Number","223","units","0","v1138045822","1.2.1.8.3.4.1","6","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Utilities","Third quartile","Percentage","Percent","239","units","0","v1138048522","1.2.1.8.3.4.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Utilities","Fourth quartile","Number","Number","223","units","0","v1138046272","1.2.1.8.3.5.1","3","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Utilities","Fourth quartile","Percentage","Percent","239","units","0","v1138048972","1.2.1.8.3.5.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","Total, all sizes","Number","Number","223","units","0","v1138044473","1.2.1.8.4.1.1","274","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","Total, all sizes","Percentage","Percent","239","units","0","v1138047173","1.2.1.8.4.1.2","85.9","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","First quartile","Number","Number","223","units","0","v1138044923","1.2.1.8.4.2.1","21","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","First quartile","Percentage","Percent","239","units","0","v1138047623","1.2.1.8.4.2.2","77.8","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","Second quartile","Number","Number","223","units","0","v1138045373","1.2.1.8.4.3.1","31","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","Second quartile","Percentage","Percent","239","units","0","v1138048073","1.2.1.8.4.3.2","79.5","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","Third quartile","Number","Number","223","units","0","v1138045823","1.2.1.8.4.4.1","45","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","Third quartile","Percentage","Percent","239","units","0","v1138048523","1.2.1.8.4.4.2","93.8","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","Fourth quartile","Number","Number","223","units","0","v1138046273","1.2.1.8.4.5.1","152","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","Fourth quartile","Percentage","Percent","239","units","0","v1138048973","1.2.1.8.4.5.2","85.9","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","Unclassified size of enterprise","Number","Number","223","units","0","v1138046723","1.2.1.8.4.6.1","25","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Management of companies and enterprises","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049423","1.2.1.8.4.6.2","89.3","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","Total, all sizes","Number","Number","223","units","0","v1138044474","1.2.1.8.5.1.1","512","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","Total, all sizes","Percentage","Percent","239","units","0","v1138047174","1.2.1.8.5.1.2","82.4","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","First quartile","Number","Number","223","units","0","v1138044924","1.2.1.8.5.2.1","86","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","First quartile","Percentage","Percent","239","units","0","v1138047624","1.2.1.8.5.2.2","91.5","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","Second quartile","Number","Number","223","units","0","v1138045374","1.2.1.8.5.3.1","188","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","Second quartile","Percentage","Percent","239","units","0","v1138048074","1.2.1.8.5.3.2","85.5","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","Third quartile","Number","Number","223","units","0","v1138045824","1.2.1.8.5.4.1","125","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","Third quartile","Percentage","Percent","239","units","0","v1138048524","1.2.1.8.5.4.2","80.1","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","Fourth quartile","Number","Number","223","units","0","v1138046274","1.2.1.8.5.5.1","76","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","Fourth quartile","Percentage","Percent","239","units","0","v1138048974","1.2.1.8.5.5.2","75.2","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","Unclassified size of enterprise","Number","Number","223","units","0","v1138046724","1.2.1.8.5.6.1","37","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Distributive trade","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049424","1.2.1.8.5.6.2","74.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Energy","Total, all sizes","Number","Number","223","units","0","v1138044475","1.2.1.8.6.1.1","202","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Energy","Total, all sizes","Percentage","Percent","239","units","0","v1138047175","1.2.1.8.6.1.2","82.1","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Energy","First quartile","Number","Number","223","units","0","v1138044925","1.2.1.8.6.2.1","19","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Energy","First quartile","Percentage","Percent","239","units","0","v1138047625","1.2.1.8.6.2.2","79.2","","","","1"
